Name,Artist,Album,Genre,Length,Path,UID 
Don't Cry,Neil Young,Freedom,Classic Rock,4:16,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\03 - Don't Cry.mp3,2
Hangin' On A Limb,Neil Young,Freedom,Classic Rock,4:19,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\04 - Hangin' On A Limb.mp3,3
Eldorado,Neil Young,Freedom,Classic Rock,6:5,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\05 - Eldorado.mp3,4
The Ways of Love,Neil Young,Freedom,Classic Rock,4:29,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\06 - The Ways of Love.mp3,5
Someday,Neil Young,Freedom,Classic Rock,5:42,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\07 - Someday.mp3,6
On Broadway,Neil Young,Freedom,Classic Rock,4:59,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\08 - On Broadway.mp3,7
Wrecking Ball,Neil Young,Freedom,Classic Rock,5:10,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\09 - Wrecking Ball.mp3,8
No More,Neil Young,Freedom,Classic Rock,6:6,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\10 - No More.mp3,9
Too Far Gone,Neil Young,Freedom,Classic Rock,2:48,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\11 - Too Far Gone.mp3,10
Rockin' In The Free World (Electric),Neil Young,Freedom,Classic Rock,4:42,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1989 - Freedom\12 - Rockin' In The Free World (Electric).mp3,11
Country Home,Neil Young & Crazy Horse,Ragged Glory,Rock,7:6,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\01 - Country Home.mp3,0
White Line,Neil Young & Crazy Horse,Ragged Glory,Rock,2:58,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\02 - White Line.mp3,1
Fuckin' Up,Neil Young & Crazy Horse,Ragged Glory,Rock,5:55,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\03 - Fuckin' Up.mp3,2
Over And Over,Neil Young & Crazy Horse,Ragged Glory,Rock,8:28,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\04 - Over And Over.mp3,3
Love To Burn,Neil Young & Crazy Horse,Ragged Glory,Rock,10:1,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\05 - Love To Burn.mp3,4
Farmer John,Neil Young & Crazy Horse,Ragged Glory,Rock,4:15,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\06 - Farmer John.mp3,5
Mansion On The Hill,Neil Young & Crazy Horse,Ragged Glory,Rock,4:48,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\07 - Mansion On The Hill.mp3,6
Days That Used To Be,Neil Young & Crazy Horse,Ragged Glory,Rock,3:42,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\08 - Days That Used To Be.mp3,7
Love And Only Love,Neil Young & Crazy Horse,Ragged Glory,Rock,10:18,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\09 - Love And Only Love.mp3,8
Mother Earth (Natural Anthem),Neil Young & Crazy Horse,Ragged Glory,Rock,5:11,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1990 - Ragged Glory\10 - Mother Earth (Natural Anthem).mp3,9
Arc,Neil Young & Crazy Horse,Arc,Rock,35:0,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\Arc (Bonus Disc)\01 - Arc.mp3,0
"Hey Hey, My My (Into The Black)",Neil Young & Crazy Horse,Weld (disc 1),Rock,5:42,"C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\01 - Hey Hey, My My (Into The Black).mp3",0
Crime In The City,Neil Young & Crazy Horse,Weld (disc 1),Rock,6:33,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\02 - Crime In The City.mp3,1
Blowin' In The Wind,Neil Young & Crazy Horse,Weld (disc 1),Rock,6:48,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\03 - Blowin' In The Wind.mp3,2
Welfare Mothers,Neil Young & Crazy Horse,Weld (disc 1),Rock,7:4,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\04 - Welfare Mothers.mp3,3
Love To Burn,Neil Young & Crazy Horse,Weld (disc 1),Rock,9:58,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\05 - Love To Burn.mp3,4
Cinnamon Girl,Neil Young & Crazy Horse,Weld (disc 1),Rock,4:47,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\06 - Cinnamon Girl.mp3,5
Mansion On The Hill,Neil Young & Crazy Horse,Weld (disc 1),Rock,6:13,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\07 - Mansion On The Hill.mp3,6
F*!#in' Up,Neil Young & Crazy Horse,Weld (disc 1),Rock,7:9,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD1\08 - F!#In' Up.mp3,7
Cortez The Killer,Neil Young & Crazy Horse,Weld (disc 2),Rock,9:47,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\01 - Cortez The Killer.mp3,0
Powderfinger,Neil Young & Crazy Horse,Weld (disc 2),Rock,5:56,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\02 - Powderfinger.mp3,1
Love And Only Love,Neil Young & Crazy Horse,Weld (disc 2),Rock,9:19,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\03 - Love And Only Love.mp3,2
Rockin' In The Free World,Neil Young & Crazy Horse,Weld (disc 2),Rock,9:22,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\04 - Rockin' In The Free World.mp3,3
Like A Hurricane,Neil Young & Crazy Horse,Weld (disc 2),Rock,14:0,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\05 - Like A Hurricane.mp3,4
Farmer John,Neil Young & Crazy Horse,Weld (disc 2),Rock,5:0,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\06 - Farmer John.mp3,5
Tonight's The Night,Neil Young & Crazy Horse,Weld (disc 2),Rock,8:43,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\07 - Tonight's The Night.mp3,6
Roll Another Number,Neil Young & Crazy Horse,Weld (disc 2),Rock,5:21,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1991 - Arc-Weld (3CD)\CD2\08 - Roll Another Number.mp3,7
Unknown Legend,Neil Young,Harvest Moon,Folk/Rock,4:33,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\01 - Unknown Legend.mp3,0
From Hank To Hendrix,Neil Young,Harvest Moon,Folk/Rock,5:17,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\02 - From Hank To Hendrix.mp3,1
You And Me,Neil Young,Harvest Moon,Folk/Rock,3:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\03 - You And Me.mp3,2
Harvest Moon,Neil Young,Harvest Moon,Folk/Rock,5:5,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\04 - Harvest Moon.mp3,3
War Of Man,Neil Young,Harvest Moon,Folk/Rock,5:44,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\05 - War Of Man.mp3,4
One Of These Days,Neil Young,Harvest Moon,Folk/Rock,4:58,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\06 - One Of These Days.mp3,5
Such A Woman,Neil Young,Harvest Moon,Folk/Rock,4:38,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\07 - Such A Woman.mp3,6
Old King,Neil Young,Harvest Moon,Folk/Rock,2:57,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\08 - Old King.mp3,7
Dreamin' Man,Neil Young,Harvest Moon,Folk/Rock,4:37,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\09 - Dreamin' Man.mp3,8
Natural Beauty,Neil Young,Harvest Moon,Folk/Rock,10:23,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1992 - Harvest Moon\10 - Natural Beauty.mp3,9
Sample And Hold,Neil Young,Lucky Thirteen,Rock,8:5,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\01 - Sample And Hold.mp3,0
Transformer Man,Neil Young,Lucky Thirteen,Rock,3:19,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\02 - Transformer Man.mp3,1
Depression Blues,Neil Young,Lucky Thirteen,Rock,4:7,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\03 - Depression Blues.mp3,2
Get Gone,Neil Young,Lucky Thirteen,Rock,5:6,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\04 - Get Gone.mp3,3
Don't Take Your Love Away From Me,Neil Young,Lucky Thirteen,Rock,6:16,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\05 - Don't Take Your Love Away From Me.mp3,4
Once An Angel,Neil Young,Lucky Thirteen,Rock,3:54,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\06 - Once An Angel.mp3,5
Where Is The Highway Tonight,Neil Young,Lucky Thirteen,Rock,3:5,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\07 - Where Is The Highway Tonight.mp3,6
Hippie Dream,Neil Young,Lucky Thirteen,Rock,4:26,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\08 - Hippie Dream.mp3,7
Pressure,Neil Young,Lucky Thirteen,Rock,2:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\09 - Pressure.mp3,8
Around The World,Neil Young,Lucky Thirteen,Rock,5:29,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\10 - Around The World.mp3,9
Mideast Vacation,Neil Young,Lucky Thirteen,Rock,4:22,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\11 - Mideast Vacation.mp3,10
Ain't It The Truth,Neil Young,Lucky Thirteen,Rock,7:39,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\12 - Ain't It The Truth.mp3,11
This Note's For You,Neil Young,Lucky Thirteen,Rock,5:34,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Lucky Thirteen\13 - This Note's For You.mp3,12
The Old Laughing Lady,Neil Young,Unplugged,Rock,5:15,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\01 - The Old Laughing Lady.mp3,0
Mr. Soul,Neil Young,Unplugged,Rock,3:54,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\02 - Mr. Soul.mp3,1
World On A String,Neil Young,Unplugged,Rock,3:2,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\03 - World on a String.mp3,2
Pocahontas,Neil Young,Unplugged,Rock,5:6,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\04 - Pocahontas.mp3,3
Stringman,Neil Young,Unplugged,Rock,4:1,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\05 - Stringman.mp3,4
Like A Hurricane,Neil Young,Unplugged,Rock,4:44,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\06 - Like a Hurricane.mp3,5
The Needle And The Damage Done,Neil Young,Unplugged,Rock,2:52,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\07 - The Needle and the Damage Done.mp3,6
Helpless,Neil Young,Unplugged,Rock,5:48,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\08 - Helpless.mp3,7
Harvest Moon,Neil Young,Unplugged,Rock,5:20,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\09 - Harvest Moon.mp3,8
Transformer Man,Neil Young,Unplugged,Rock,3:36,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\10 - Transformer Man.mp3,9
Unknown Legend,Neil Young,Unplugged,Rock,4:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\11 - Unknown Legend.mp3,10
Look Out For My Love,Neil Young,Unplugged,Rock,5:58,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\12 - Look Out for My Love.mp3,11
Long May You Run,Neil Young,Unplugged,Rock,5:22,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\13 - Long May You Run.mp3,12
From Hank To Hendrix,Neil Young,Unplugged,Rock,5:51,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1993 - Unplugged\14 - From Hank to Hendrix.mp3,13
My Heart,Neil Young And Crazy Horse,Sleeps With Angels,Rock,2:47,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\01 - My Heart.mp3,0
Prime Of Life,Neil Young And Crazy Horse,Sleeps With Angels,Rock,4:5,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\02 - Prime Of Life.mp3,1
Drive By,Neil Young And Crazy Horse,Sleeps With Angels,Rock,4:45,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\03 - Drive By.mp3,2
Sleeps With Angels,Neil Young And Crazy Horse,Sleeps With Angels,Rock,2:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\04 - Sleeps With Angels.mp3,3
Western Hero,Neil Young And Crazy Horse,Sleeps With Angels,Rock,4:0,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\05 - Western Hero.mp3,4
Change Your Mind,Neil Young And Crazy Horse,Sleeps With Angels,Rock,14:40,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\06 - Change Your Mind.mp3,5
Blue Eden,Neil Young And Crazy Horse,Sleeps With Angels,Rock,6:25,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\07 - Blue Eden.mp3,6
Safeway Cart,Neil Young And Crazy Horse,Sleeps With Angels,Rock,6:32,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\08 - Safeway Cart.mp3,7
Train Of Love,Neil Young And Crazy Horse,Sleeps With Angels,Rock,4:0,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\09 - Train Of Love.mp3,8
Trans Am,Neil Young And Crazy Horse,Sleeps With Angels,Rock,4:7,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\10 - Trans Am.mp3,9
Piece Of Crap,Neil Young And Crazy Horse,Sleeps With Angels,Rock,3:16,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\11 - Piece Of Crap.mp3,10
A Dream That Can Last,Neil Young And Crazy Horse,Sleeps With Angels,Rock,5:27,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1994 - Sleeps With Angels\12 - A Dream That Can Last.mp3,11
Song X,Neil Young,Mirror Ball,Rock,4:41,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\01 - Song X.mp3,0
Act Of Love,Neil Young,Mirror Ball,Rock,4:55,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\02 - Act Of Love.mp3,1
I'm The Ocean,Neil Young,Mirror Ball,Rock,7:6,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\03 - I'm The Ocean.mp3,2
Big Green Country,Neil Young,Mirror Ball,Rock,5:8,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\04 - Big Green Country.mp3,3
Truth Be Known,Neil Young,Mirror Ball,Rock,4:39,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\05 - Truth Be Known.mp3,4
Downtown,Neil Young,Mirror Ball,Rock,5:11,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\06 - Downtown.mp3,5
What Happened Yesterday,Neil Young,Mirror Ball,Rock,0:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\07 - What Happened Yesterday.mp3,6
Peace And Love,Neil Young,Mirror Ball,Rock,7:2,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\08 - Peace And Love.mp3,7
Throw Your Hatred Down,Neil Young,Mirror Ball,Rock,5:46,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\09 - Throw Your Hatred Down.mp3,8
Scenery,Neil Young,Mirror Ball,Rock,8:51,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\10 - Scenery.mp3,9
Fallen Angel,Neil Young,Mirror Ball,Rock,1:15,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1995 - Mirror Ball\11 - Fallen Angel.mp3,10
Big Time,Neil Young & Crazy Horse,Broken Arrow,Rock,7:27,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\01 - Big Time.mp3,0
Loose Change,Neil Young & Crazy Horse,Broken Arrow,Rock,9:49,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\02 - Loose Change.mp3,1
Slip Away,Neil Young & Crazy Horse,Broken Arrow,Rock,8:36,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\03 - Slip Away.mp3,2
Changing Highways,Neil Young & Crazy Horse,Broken Arrow,Rock,2:23,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\04 - Changing Highways.mp3,3
Scattered (Let's Think About Livin'),Neil Young & Crazy Horse,Broken Arrow,Rock,4:13,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\05 - Scattered (Let's Think About Livin').mp3,4
This Town,Neil Young & Crazy Horse,Broken Arrow,Rock,3:1,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\06 - This Town.mp3,5
Music Arcade,Neil Young & Crazy Horse,Broken Arrow,Rock,4:1,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\07 - Music Arcade.mp3,6
Baby What You Want Me To Do,Neil Young & Crazy Horse,Broken Arrow,Rock,8:9,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Broken Arrow\08 - Baby What You Want Me To Do.mp3,7
Guitar Solo 1,Neil Young,Dead Man,Soundtrack,5:18,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Dead Man (Soundtrack)\01 - Guitar Solo 1.mp3,0
The Round Stones Beneath The Earth...,Neil Young,Dead Man,Soundtrack,3:32,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Dead Man (Soundtrack)\02 - The Round Stones Beneath The Earth....mp3,1
Guitar Solo 2,Neil Young,Dead Man,Soundtrack,2:3,C:\Users\Devon Welch\Downloads\Neil Young Discography 1968-2007 (44 Albums) (Mp3 320K)\1996 - Dead Man (Soundtrack)\03 - Guitar Solo 2.mp3,2
